Description,TotalSales,AvgProfitMargin,TargetBrand
Don Q Limon Rum,311.76,21.86297152,No
Foxglove Znfdl,359.76,32.42161441,No
Dr Tanisch Feinherb Rsl,359.76,32.42161441,No
Stark Raving Cab Svgn,527.56,53.9218288,No
Simi Cab Svgn Alexander Vly,367.98,34.20838089,No
Ch Bernadotte Haut-Medoc 11,1074.57,77.49797593,No
Shannon Ridge 09 Cab Svgn,575.64,58.05711903,No
Cavit Pinot Noir Bottega Vi,359.76,32.88859239,No
Barefoot Znfdl Cal,613.18,22.83855068,No
Remy Martin XO Excelence VAP,1759.89,86.36392047,No
Ch Haut Bailly Pessac-Leogan,1623.86,85.22224822,No
Rosso del Popolo Lange Rosso,359.76,33.35557038,No
F Coppola Sophia Rsl,255.83,6.281515069,No
Rex Goliath Pink Moscato,257.59,7.061609535,No
Pacifico Sur Cab Svgn Rsv,269.73,11.24457791,No
Zinsane Znfdl Lodi,14789.49,98.38155339,No
Atholl Brose Scotch Liqueur,329.94,27.5322786,No
Oak Leaf Merlot Cal,358.8,33.44481605,No
Walt La Brisa Pnt Nr,935.76,74.49345986,No
Gerard Bertrand 12 Roses,254.83,6.478829023,No
Once Upon A Vine Red,515.57,53.79870823,No
Loukatos Mastic Liqueur,485.73,50.97276265,No
Proximo Red Rioja,279.6,15.00715308,No
Serbal Chardonnay,389.7,39.16859122,No
Hillinger Leitheberg Blaufra,259.87,8.892907992,No
Gnarly Head Authentic White,1069.81,77.87177162,No
Ty Ku Cucumber Sake,359.7,34.19516264,No
Jacques Bonet Brandy,351.56,32.88485607,No
Marchesi Bassini Sangiovese,359.64,34.63463463,No
Clix Vodka,1799.94,86.97901041,No
Eden Ice Windfall Orchard,359.8,35.09727626,No
Vietti Nebbiolo Perbacco DOC,724.71,67.81609195,No
Calaches Lanessan Haut-Medoc,1196.37,80.56119762,No
Luxardo Sambuca Dei Cesari,299.88,22.4889956,No
Grand Macnish Black Edition,4798.11,95.15559251,No
Echeverria Ltd Edtn Cab Svgn,492.83,53.00610758,No
Seven Deadly Zins Lodi Znfdl,299.8,22.82188125,No
Bols Pomegranate Liqueur,465.01,50.46558139,No
Gerard Bertrand Merlot Rsv,335.76,31.52251608,No
Palacios Bolo Godello Valdeo,1245.11,81.53416164,No
Ozeki Nigori Unfiltered Sake,335.52,31.47353362,No
Pendleton Limited Edition,2748.75,91.6420191,No
Oro de Oaxaca Mezcal,311.88,26.47171989,No
Fattoria Pagliaatura Verm 11,1474.77,84.50741472,No
Biokult Gruner Veltliner,279.8,18.34167262,No
Inman Family Pnt Nr RRV Sono,335.88,31.97570561,No
A Bichot Adelie Mercury,815.76,72.03834461,No
Ch Les Granges Brdx,3399.37,93.29522823,No
Smirnoff Cinn Sugar Twist,233.82,2.694380293,No
Les Fiefs de Lagrange 11 Jul,494.85,54.02647267,No
Marquis de Calon St Estephe,927.68,75.48723698,No
Bella Bolla Pink Moscato,456.89,50.31407998,No
Ch Reserve de la Comtesse 12,5779.77,96.0747573,No
Bota Mini Merlot,258.66,12.31732777,No
Liberty Creek Vyd Pnt Noir,231.71,2.119028095,No
Ch La Louviere Pssc-Leg Roug,727.72,68.84516023,No
El Caballo Gold Tequila,359.6,37.03003337,No
Cinquante-Cinq Chardonnay L,433.69,47.94669003,No
Pallini Raspicello Liqueur,299.88,24.80992397,No
Fernet Branca Borgetti Cafe,239.88,6.015507754,No
Duval-Leroy Prestige Rose,3233.12,93.00908233,No
1800 Select Silver Tequila,2129.29,89.4457777,No
Celtic Honey Liqueur,659.7,65.93906321,No
Scala Dei Negre Priorat,787.58,71.48353183,No
Manifesto! Chard No Cst,4548.94,95.06302567,No
Schug Cab Svgn,4523.19,95.04796394,No
Riondo Blu Prosecco,2704.13,91.71933302,No
Il Poggione Monalcino Rsv 07,2552.77,91.24597986,No
Ch Fuisse Pouilly Fuisse Les,809.85,72.41711428,No
Ninety+Cellars Lot 90 Rosso,458.83,51.3283787,No
Comoloco Monastrell Jumilla,269.7,17.24137931,No
Vinyes Domenech Furvus,692.79,67.82574806,No
Atalon Pauline's Cuvee Red N,2358.82,90.58045972,No
Yellow Tail Cab/Merlot Ausl,939,76.33865815,No
Sanford La Riconda Pnt Nr,759.8,70.77783627,No
F Coppola Rosso & Bianc Shir,354.68,37.43092365,No
Hayes Ranch Red Blend,269.7,17.7753059,No
Ch Haut Branda Brdx Rouge,298.73,25.76574164,No
Tasca D'Almerita Lamuri Nero,459.64,51.8840832,No
Farnum Hill Dooryard Still,1378.85,83.97795264,No
Farnum Hill X-Dry StillCider,623.48,64.56662603,No
Weller Antique -Hanover Chop,275.88,20.00869943,No
Ch St Jean Cinq Cep Cab Svgn,1359.83,83.77150085,No
Full Throttle Blackberry,1819.09,87.87855466,No
Twenty 2 Coffee Vodka,299.88,26.49059624,No
I Lauri Trebbiano d'Abruzzo,371.64,40.71682273,No
Hillinger Secco Sparkling,332.31,33.79073756,No
Frey Vyds Organic Blanc,337.74,35.00917866,No
Atlas Peak Cab Svgn,559.84,60.8030866,No
J Lohr S Ridge Ps Rbls Syrah,307.78,28.72831243,No
Red Diamond Shiraz Wash,527.49,58.54518569,No
Eden Ice Sprklng Cider Semi,297.49,26.6798884,No
Coastal Vines Cab Svgn Cal,286.59,23.96105935,No
Grady Family Vyds Znfdl,503.64,56.73099833,No
Chateau d'Issan Margaux,1079.8,79.86849417,No
La Pettegola Vermentino,269.85,19.48860478,No
Tozai Snow Maiden Junmai Ngr,449.57,33.55556572,No
The Divining Rod Chard,239.83,9.635992161,No
Cinquante-Cinq Viogn Lang Wh,323.76,33.06152706,No
Kenwood Chard 12,2037.6,89.37720848,No
Celani Family Chard,610.87,64.58002521,No
Old Forester Birthday 2016,269.97,20.00222247,No
Penner-Ash Viognier,251.91,14.30272716,No
Bruichladdich Rocks Sngl Mlt,899.82,76.02187104,No
Celani Family Cab Svgn,311.96,31.02961918,No
Baron de Seillac Brut Rose,311.76,31.02386451,No
Double T Trefethen Red,311.88,31.050404,No
Dom Bousquet Malbec Gr Rsv,311.88,31.050404,No
Smirnoff Fluffed Marshmallow,554.63,61.39227954,No
OR-G Liqueur,280.87,23.77968455,No
Antigal Uno Cab Mendza,782.52,72.64478863,No
Balcones Baby Blue Corn Whis,275.94,22.48314851,No
Bota Brick Chard,269.74,20.99058352,No
Laboure-Roi Pouilly Fuisse,639.36,66.66666667,No
Fattoria Poggio Red 10,1457.73,85.38000864,No
Blossom Hill Wh Znfdl,263.76,19.35850773,No
Cristobal Pie Palo Viognier,359.7,40.86738949,No
Woodford Rsv MC Classic Malt,789.92,73.08841402,No
Angels Envy Hanover Chop,275.94,23.07023266,No
Cusumano Merlot,307.78,31.52251608,No
Ch de Pierreux Brouilly Rsv,1681.34,87.46713931,No
Ch Giscours Margaux 11 Gr Cr,1023.84,79.4401469,No
Altadonna Nero D'Avola,1594.86,86.86781285,No
Concannon Crimson & Clover,311.76,32.87143957,No
Fish House Svgn Bl,287.76,27.27272727,No
Laurent Reverdy Sancerre,323.76,35.50778354,No
Insomnia Pnt Grigio,233.74,10.66997519,No
Almaden Moscato Rhine,260.71,19.91101224,No
13th Colony Sthrn Corn Whsky,359.82,42.44622311,No
Truuli Peak Vodka,2636.43,92.16023183,No
B & G Sancerre Svgn Bl,243.91,15.32942479,No
Tentaka Kuni Hawk Heavens J,467.64,55.86348473,No
Gallo Twin Vly Svgn Bl Cal,219.56,5.993805793,No
Salmon Creek Wh Znfdl Cal,224.55,8.082832331,No
Girasole Chard,335.76,38.52751966,No
Briggs Lockhart Chard,324.75,36.44341801,No
Concannon Irish Whiskey,263.88,21.8735789,No
Ch Les Flefs de LaGrange 10,494.89,58.40085676,No
Jason Stephens Syrah,13206.56,98.4457724,No
Les Dauphins Cotes du Rhone,486.15,57.79080531,No
Saint M Pflaz,287.76,28.69057548,No
Peter Michael Danseuse Pnt N,2771.73,92.6139992,No
Vino.e Falanghina Beneventno,558.57,63.35284745,No
True Myth Chard Keg,310.99,34.21010322,No
Terlato Fmly Vyd Angels Peak,1154.67,82.29104419,No
R Young Est Cab Svgn Alexndr,209.96,2.610020956,No
LeCompte Calvados 12 Yr Old,1049.85,80.53436205,No
Kesselstatt Piesp G Kab Rsl,314.79,35.09006004,No
Malibu Cosmo Light RTD,610.59,66.53728361,No
Haut-Carles Fronsac 10,662.87,69.23378641,No
Bouvier Marsannay Rose,545.79,62.64497334,No
Lions de Suduiraut Sauternes,2050.92,90.06104577,No
Temptation Znfdl,441.72,53.87123064,No
Three Wishes Merlot,246.75,17.45896657,No
Screech Honey Rum,1337,84.81675393,No
KJ Est Cab Hawkeye Mtn,299.94,32.4264853,No
Lee Family Farm Albarino Mon,1313.27,84.62311634,No
Pacifico Sur Chard Curico,503.01,59.92127393,No
Full Throttle Apple Whiskey,1439.28,85.99994442,No
Fitch's Goat Moonshine,1957.11,89.70522863,No
Enzo Boglietti Barolo Fosati,2399.68,91.61054807,No
G Bertrand CdRoses Blanc Lan,269.85,25.41041319,No
La Croix de Carbonnieux Roug,1253.34,83.94051095,No
Esporao Reserva Red Alentejo,299.88,32.89315726,No
Apimed Trnava Mead,335.7,40.12511171,No
Gallo Chard Cal,225.09,10.76014039,No
Claude Riffault Chass Sancer,890.67,77.4731382,No
Malibu Island Spiced Rum,587.03,65.82116757,No
Mr Boston Amaretto Liqueur,277.92,27.97927461,No
Glory Days Merlot,301.92,33.70429253,No
Scorpion Anejo Mexcal,359.92,44.43765281,No
Partida Tequila Blanco,1011.77,80.23463831,No
Austin Cocktails Vodkarita,2353.43,91.5412823,No
Ch Poujeaux 10 Moulis,866.83,77.08201147,No
Ch Phelan Segur St Estephe,835.78,76.23297997,No
Nicole Chanrion Cote de Brou,4941.65,92.26760611,No
Stonehedge Amador 12 Znfdl,3696.3,94.62705949,No
Quota 31 Primitivo IGP,287.76,31.02585488,No
Bodegas Jeromin Zesto Rosada,287.76,31.02585488,No
Camus Elegance XO,5329.59,96.2762614,No
Long Lake Cab Svgn Cal,209.65,5.442404007,No
Apple Orchard Liqueur,2017.98,90.2090209,No
Miner Chard Napa,1979.34,90.03203088,No
Venta Morales Organic Tempra,246.21,19.87327891,No
L'Eglise Saint-Hilaire Borde,2166.14,90.89394037,No
Monjardin El Cerezo Chard,1260.97,84.37393435,No
Viu Manet Rsva Merlot,287.64,31.53942428,No
Gruet Bl de Bl 25th Annivrsy,588.69,66.70573647,No
Matanzas Creek Chard Sonoma,543.79,63.96403023,No
Casa E Mirafiori Barb d'Alba,972.63,79.8525647,No
Zonin Moscato,383.64,48.95214263,No
Alain Lorieux Chinon Express,485.73,59.68130443,No
Nardi Rosso di Montalcino 13,1319.4,85.16143702,No
HandCraft Artisan Coll Pet S,457.41,57.25935157,No
Thatchers Organic Pomegranat,269.73,27.52752753,No
Luxardo Amaretto di Saschira,349.86,44.13765506,No
Achaval Ferrer Cab Svgn,229.9,15.01087429,No
Van Gogh Chocolate Liqueur,206.77,5.614934468,No
Stradanova Barolo,195.96,0.673606859,No
Line 39 Merlot,211.79,8.107087209,No
Dom Clape Cornas Rd,1151.88,83.10761538,No
Douglass Hill Cab Svgn,263.56,26.2407042,No
Svedka Grape Vodka,545.58,64.37369405,No
Alibi Whiskey,531.72,63.507109,No
Ch Haut-BrionPessac-Leo Gr C,299.99,35.48451615,No
Merriam Cuvee Pnt Nr RRV,574.77,66.34479879,No
Chateau Simon Bordeaux Blanc,1625.04,88.09875449,No
Zacharias Cab Svgn,287.76,32.86071726,No
Adelsheim Auxerrois Ribbon S,901.59,78.5734092,No
Absolut Peppar Vodka,239.88,19.73903618,No
Pinnacle Red Liquorice,826.47,76.73599768,No
Andre Pink Moscato,240.58,20.09310832,No
Pepperjack Barossa Red,191.92,0.020842018,No
Ermita Rioja Crianza,543.67,64.70653154,No
Croft Tawny Porto,191.84,0.041701418,No
Bols White Creme De Menthe,219.78,13.04941305,No
Ch Lilian 09 Ladouys St Este,665.82,71.33159112,No
Vikingfjord Vodka,1103.31,82.69933201,No
Vista Point Pnt Grigio/Col,251.28,24.1165234,No
Neal Fifteen Forty Cab Svgn,3007.68,93.66521704,No
Twenty Grand Cognac,1659.17,88.52197183,No
Virtu St Supery White Blend,879.56,78.35281277,No
Columbia Crest Walter Clore,500.79,61.99604625,No
2 Gingers Irish Whiskey,321.86,40.88734232,No
Zwack Liqueur,227.88,16.65350184,No
Tiamo Chianti,481.63,60.59007952,No
Kirkland Signature Cab Svgn,311.76,39.26096998,No
Rebel Yell American Whisky,3358.4,94.36160076,No
Stival Pnt Grigio Veneto,287.64,34.16770964,No
Tenuta Sette Cieli Yantra,725.67,73.91651853,No
Guillermo Mndza Kosher Malbc,863.34,78.08511131,No
Marcus James Rsl,223.72,15.51939925,No
Pinecroft Chard Cal,236.88,20.21276596,No
Farnum Hill Summer Cider,1402.83,86.53935259,No
Veuve du Vernay Sparkling Ro,191.52,1.503759398,No
DeKuyper Strawberry Pucker,527.52,64.28571429,No
Bertani Secco 11 Orig V Ed,1524.39,87.64620602,No
Creta Olympia White,431.28,56.37173066,No
Casal Garcia Duoro Red,231.71,18.89862328,No
Cappelletti Apertivoch,459.77,59.13608978,No
Jadot Monthelie 13 Sous Roch,1224.65,84.66174009,No
Cadaretta Svgn Bl Semillon C,275.88,31.97042192,No
Riunite Bianco,227.76,17.80821918,No
Hardys Whiskers Blake Tawny,335.76,44.31736955,No
Fabrizio Dionisio Il Cast Sy,287.88,35.05627345,No
Cinq les Pattes Bordeaux Bla,1266.92,85.24295141,No
Kibo Junmai Sake,197.67,5.752010927,No
Stump Jump Shiraz,311.74,40.4118817,No
Livingston Clrs Pnt Grigio,255.68,27.48748436,No
Cavit Alta Luna Phases Rosso,1318.68,85.94351928,No
Sbragia Home Ranch Merlot,549.75,66.44474761,Yes
Columbia Winery Merlot,503.64,63.40243031,No
Mr Boston Creme de Menthe-Wh,240.13,23.40815392,No
Catena Zapata Nicasia Vyd,719.92,74.48883209,No
Viu Manet Rsva Chard,215.23,14.6959067,No
Jadot Cote de Beaune Vlgs 13,1979.34,90.78783837,No
Pinnacle Mimosa Vodka,1638.36,88.87607119,No
Viberti Barolo Rsv 06 Volta,4065.57,95.52535069,No
Coste di Brenta Cerasuolo,186.83,2.628057592,No
Ch Haut Marbuzet St Estephe,1080.77,83.16755646,No
Arca Nova Rose,263.76,31.02820746,No
Croix de Basson Rose Organic,1748.75,89.6154396,No
Dos Minas Torrontes,297.75,39.30478589,No
Chanson Le Bourgogne Pnt Nr,1126.51,83.98948966,No
Pinnacle Rainbow Sherbet,2936.41,93.86393589,No
Ch Leoville Barton St Julien,3254.65,94.47037316,No
Sensi Tuscano Bianco,269.64,33.37783712,No
Tenuta Santo Pietro Imago 11,329.25,45.62186788,No
Michele Chiarlo Arneis,1141.3,84.32664505,No
LiDestri White Sangria,197.78,9.748205076,No
Tin Barn Znfdl RRV Gilsson,263.88,32.42382901,No
S Aviron 12 Fleurie Madrieir,1077.51,83.45073364,No
LAN Rsva Rioja,188.92,5.616133813,No
Simply Naked Cab Svgn,895.13,80.0922771,No
Angeline Chard Cal,217.76,18.49742836,No
Bols Maraschino Liqueur,218.31,19.0142458,No
Lucky Duck Moscato,227.4,22.56816183,No
Three Wishes Cab Svgn,223.72,21.56266762,No
Cabreo Il Borgo Toscana,764.83,77.08510388,No
Ch Canon St Emilion Gr Cr 11,1396.89,87.46071631,No
Antico Colle Chianti Colli,263.76,33.75796178,No
Kesselstatt Schwartzhof GG,263.88,33.78808549,No
Ch Perron Brdx Rouge,263.88,33.78808549,No
Steph Avrn Julienas Vielles,1599.2,89.0907954,No
Flag Hill De Chaunac Red NH,1545.81,88.72177046,No
Goslings Dark'n Stormy VAP,1037.38,83.19805664,No
A Bichot Clos Marechaudes,539.94,67.7408601,Yes
David Bruce Pnt Nr Anderson,6237.92,97.20820402,No
Tangle Ridge Canadian Whisky,237.86,26.87295048,No
Bacardi Peach Red Rum,287.76,39.61634696,No
Brooks Runaway Red,263.88,34.19736244,No
Spring 44 Vodka,979.65,82.27938549,No
Netzl Rosanna Rose,391.72,55.7030532,No
Bisol Crede Prosseco Super V,263.88,34.60663938,No
Jadot Marsannay Clos Roy 13,1583.52,89.10781045,No
Querry Cider,2656.2,93.50801897,No
Soter Vyds Planet Oregon Pnt,1387.82,87.58340419,No
Ch Lacoste-Borie Pauillac 10,644.85,73.33333333,No
Bella Bolla Moscato,187.25,8.411214953,No
Leese-Fitch Merlot,179.84,4.715302491,No
Vendange Sweet Pink Moscato,195.72,12.44635193,No
Ch de Beaucastel Pape Blanc,999.92,82.87663013,No
Goulee Cos d'Estournel 10,558.87,69.43475227,Yes
Argiano Non Confunditur Rsso,263.88,35.47066849,No
Ch Pesquie Quint Ventoux Red,263.88,35.47066849,No
Chateau Giscours Margaux,399.92,57.4789958,No
Antinori Cervaro della Salla,271.92,37.65813475,No
Wild Turkey 81 Rye,215.91,21.88411838,No
Trivento Birds & Bees Sw Red,244.44,31.07511046,No
Torremoron Tinto,1242.98,86.4454778,No
Angeline Svgn Bl RRV,255.15,34.1563786,No
Stellar Organics Merlot,233.82,28.16696604,No
Tardieu Laurent Le Becs Fins,2221.83,92.44046574,No
Cantele Chard Salento,350.73,52.15978103,No
Bacardi Dragon Berry,3203.64,94.76345657,No
Culpeo Malbec,281.25,40.352,No
Three Olives Dude Vodka,914.39,81.67302792,No
Buenas Tempranillo,252.77,33.75796178,No
Beaulieu Cstl Clr Slct Chard,174.75,4.618025751,No
Vista Point Cab Svgn,209.4,20.5730659,No
Ch de Jarnioux Bjls,3886.05,95.74169143,No
Altocedro Malbec Reserva,239.92,31.04368123,No
Riebeek Cellars Chard,403.61,59.02975645,No
Imperial Blended Whiskey,224.82,26.98158527,No
The Irishman Irish Whiskey,587.25,72.09195402,No
Havens Cab Svgn 11,3795.89,95.69218286,No
Gordons Vodka,215.76,24.24916574,No
Del Maguey Vida Mezcal,216.93,24.76835846,No
Ch Musar Jeune Rouge,239.88,31.96598299,No
Seagrams Twisted Lime Gin,203.88,20.01177163,No
Scorpion Silver,209.94,22.49214061,No
Ch Lynch Moussas Pauilac,1079.7,84.94581828,No
Gattinara Red,335.84,51.61981896,No
Motto Znfdl Unabashed,265.78,38.91188201,No
Marques de Grinon 10 Cab Svg,999.75,83.78394599,No
Summers Est Cab S Andriana C,243.85,33.51650605,No
Velvet Crush Cab Svgn,163.88,1.147180864,No
Gazela Vinho Verde,189.81,14.6514936,No
Tons de Durum Douro Red,733.4,77.91109899,No
Plymouth Navy Strength Gin,221.94,27.00729927,No
Rosemount Cab Svgn/Merlot,1845.36,91.22989552,No
Montes Spring Harvest Svgn B,239.52,32.46492986,No
Ch Behere Courtin Pauillac,2654.55,93.91233919,No
Pommery Cuvee Louise 2002,2624.79,93.85550844,No
Duboeuf Pouilly Fuisse,1641.25,90.18796649,No
Adissat Gabrielle Ch du Pape,639.84,74.8312078,No
Fairview Pinotage Paarl,377.73,57.46962116,No
Llord's Peach,227.62,29.45259643,No
Vieux Clocher Cote du Rhone,419.7,61.8394091,No
Castello Di Cacchiano Chiant,799.8,80,No
Spring 44 Gin,531.81,69.92911002,Yes
Jadot Marsannay 13,1259.58,87.30370441,No
Cavit Pinot Grigio Del Vene,239.52,33.26653307,No
Graham's Six Grapes Gift Pk,379.8,58.07003686,No
S Aviron Cd Brouilly 12 Viel,949.5,83.22801474,No
Honeymaker Spiced Mead,792.39,79.90635924,No
Marchesi Barolo Ruvei B Alba,179.9,11.55086159,No
Dom Leflaive Merslt 07 d'Ane,236.97,32.89023927,No
High Note 1100 Meter Red,226.78,29.9409119,No
Hidalgo Gobernador Oloroso S,899.7,82.34078026,No
Felino Vino Cobos Chard,677.91,76.58096207,No
Ch Malartic-Lagraviere 10,245.97,35.47993658,No
Farnese Edizone Cinque Autoc,413.91,61.68249136,No
Mulderbosch Faithful Hound,239.88,34.21710855,No
Flor De Cana 4 Yr Old Wh Rum,167.88,6.004288778,No
Vinum Cellars Znfdl Cal,275.31,42.69732302,No
Vendange Chard 192/2Pk  Plt,191.88,18.26141338,No
Elizabeth Rose Pnt Nr,239.88,34.61730865,No
Hob Nob Wicked Red Ltd Ed,509.49,69.23982806,Yes
Cazadores Anejo Tequila,389.87,59.81737502,No
Opus One 11,2529.89,93.81554139,No
Dom Chandon Riche Extra Dry,227.88,31.49025803,No
Croft Port 11,1039.87,85.01543462,No
Zenato Lugana Brut,699.77,77.74125784,No
Rebel Newmans Own Chard,199.8,22.04204204,No
The Path Merlot,287.76,45.87155963,No
Ecco Domani Prosecco,1047.9,85.15888921,No
Liberty Creek Pink Moscato,215.73,27.94697075,No
Ruca Malen Petit Verdot,227.88,31.96419168,No
Crown Royal w/2 Glasses,2958.67,94.77400318,No
Sbragia Cab Svgn Monte Rosse,2437.47,93.66761437,No
Chanson Vire Clesse,1586.31,90.27302356,No
Tisdale Vyds Sweet Red,191.52,19.48621554,No
Argentiera Poggio Ginerpi Bo,227.88,32.43812533,No
Vendange Shiraz,175.56,12.33766234,No
Jadot Rully 13,1117.57,86.22905053,No
DeKuyper O3 Orange Liqueur,199.9,23.06153077,No
Dom du Grand Tinel Establet,227.94,32.87707291,No
San Guido Sassicaia Guildal,699.72,78.13411079,No
Penalolen Cab Svgn Maipo,221.88,31.04380746,No
Early Times Mint Julep RTD,233.82,34.64203233,No
Three Wishes Pnt Grigio Colm,194.11,21.36417495,No
Tullibardine Sherry Finish,3509.46,95.66001607,No
Spiced Root Marley Rum,299.8,49.28619079,No
Nozzole La Forra Chianti Gra,480.87,68.38230707,Yes
Salted Caramel Martini Wine,199.29,23.7693813,No
Couly-Dutheil Chinon Rose,1219.39,87.54131164,No
Enzo Boglietti Dolcetto Alba,1255.4,87.89867771,No
Finca Abril Rapsodia Malbec,187.9,19.14848324,No
Gallo Merlot Cal,164.7,7.941712204,No
The Glenturret 27 Yr Old,4199.79,96.39243867,No
S S Pierce Manhattan,263.76,42.74340309,No
Montelvini CabMerlot,221.99,31.97441326,No
Trentadue Merlot Alex Vly,208.89,27.7322993,No
Terra de Touros White,953.32,84.20572316,No
Cabreo La Pietra White,1253.58,87.98959779,No
R Stuart Big Fire Rose,227.88,34.22854134,No
Poggio Amorelli Chianti Clsc,455.76,67.11427067,Yes
Bowman's Light Vodka,618.88,75.84022751,No
Spring Vly Uriah Walla Walla,380.89,60.79970595,No
Original Wondermint Schnapps,1253.34,88.09899947,No
Marchesi Di Barolo Sbirolo N,227.88,34.64981569,No
Smirnoff Pineapple,159.39,6.89503733,No
Dom Fleurot-Larose Chass-Mon,223.96,33.77388819,No
Flag Hill Wild Blueberry Fr,1130.22,86.91405213,No
Honoro Vera Jumilla Rose,215.76,31.47942158,No
Our Daily Red Cab Svgn,579.48,74.51853386,No
Ch Pichon Longueville Rsv Co,2099.72,92.99763778,No
Treana White Table Central,215.88,31.96220122,No
Il Donato Vino Rosso Puglia,227.76,35.51106428,No
Ch Jean De Gue Lalande 10,386.91,62.21343465,No
Newton Merlot Napa Unfilterd,221.94,34.19843201,No
R Perrin Chtnf du Pape,221.94,34.19843201,No
Inman Family Endless Crush,1259.55,88.41729189,No
Calico Jack Cherry Rum,203.88,28.54620365,No
Bluebird Chardonnay,215.76,32.48053393,No
Jim Beam Signature Craft Ltd,4416.84,96.70239357,No
Bowman's Rum,172.27,15.63243745,No
Heitz Martha's Vyd Cab Svgn,674.97,78.49534053,No
Mercat Brut Nature,314.79,53.92166206,No
Absolut Wild Tea,901.88,83.92801703,No
Ch de Berne Rose,449.7,67.80965088,Yes
Fancy Pants Cab Svgn,215.76,32.92547275,No
Tomada de Castro Albarino,215.88,33.35186215,No
Lafite Rsv Speciale Bl Brdx,485.72,70.40270114,Yes
Douglass Hill Merlot,143.76,0.083472454,No
Oak Leaf Svgn Bl Cal,215.28,33.44481605,No
Rosenblum Znfdl Paso Robles,215.88,33.79655364,No
Ch Les Carruades 11 Lafitte,4179.81,96.58238054,No
Tierruca Svgn Bl Rsva,191.76,25.53191489,No
Dingle Original PotStill Gin,179.94,20.6402134,No
Grooner Gruner Veltliner,351.64,59.39028552,No
Ravines Meritage,1472.39,90.30555763,No
DeKuyper Cactus Juice,241.78,41.0083547,No
Ch Talbot St Julien 11 GC,439.92,67.73958902,Yes
Steele Out Kaste Lke Cty Red,791.64,82.07518569,No
Tippy Cow Vanilla Soft Serve,239.88,40.97048524,No
Fritz Znfdl Dry Creek Valley,215.88,34.63035019,No
Travis Hasse's Apple Pie Liq,271.83,48.08520031,No
JJ Prum Bernkasteler Bads 11,458.83,69.24351067,Yes
Broadside Cab Svgn Paso Rob,326.94,56.98293265,No
Il Colle Prosecco Brut,203.88,31.01824603,No
Cruzan Est Single Barrel Rum,179.94,21.87395799,No
Calandray RSV Cotes Roussiln,215.88,35.07504169,No
Silver Root Marley Rum,764.49,81.66882497,No
Mas Alta Black Slate Priorat,611.64,77.16303708,No
Becker Family Pnt Bl,395.78,64.70766587,No
Three Olives Cake Vodka,239.84,41.82788526,No
Skinnygirl Chard,152.84,8.924365349,No
Yukon Jack Wicked Hot,175.89,20.92785264,No
Chivas Regal w/ 2 Glasses,3038.09,95.44384794,No
Capt Morgan ParrotBay Pineap,764.24,53.74275232,No
Berentzen Bushel & Barrel,1333.58,84.82036799,No
Crop Meyer Lemon Vodka,173.94,20.62780269,No
Ron Barcelo Imperial Rum,173.94,20.62780269,No
Bongiovanni Dolceo D'Alba,815.52,83.10771042,No
Livingston Chianti Cal,153.8,10.85825748,No
Ecco Domani Collezion Merlot,203.76,32.86219081,No
Niner Wine Est Red Paso Robl,203.88,32.90170689,No
Coruba Rum,179.88,24.2161441,No
Querceto Il Picchio Chianti,1349.73,89.92094715,No
La Demoiselle Sociando Haut,424.83,67.98719488,Yes
Terrazas Alto Cab Svgn Argn,190.78,28.79756788,No
Zorah Red,417.81,67.55941696,Yes
Bacardi Reserva Limitada,2879.68,95.30086676,No
Summers Calistoga Cab Svgn N,199.92,32.41296519,No
Shannon Ridge Chard HE Lake,335.79,59.81416957,No
Ch Cantegril Sauternes 11,449.75,70.06336854,Yes
Contos de Valpiedra Rioja,199.9,32.86643322,No
Margaritaville Tangerine Teq,376.74,64.48479057,No
C Monaci Kreos Rosato,395.78,66.20344636,Yes
Jadot Bouzeron 13,1605.27,91.66869125,No
Triton Avante Mencia,2773.15,95.18561924,No
Cote Mas Blanc Mediterrane,1609.21,91.71021806,No
The GlenDronach Cask Strngth,4589.49,97.09510207,No
Banshee Rose 14 Pnt Nr Sonom,203.88,34.66745144,No
Pinecroft Cab Svgn Cal,197.4,32.52279635,No
Smashberry Red,477.6,72.16499162,Yes
Smirnoff Lime Vodka,416.08,68.15996924,Yes
Franzia Cab Svgn Cal,135.83,2.643009644,No
Bols Genever Amsterdam,164.95,20.00606244,No
Amadeo Chianti,191.76,31.53942428,No
Opici Homemade Barberone Bia,191.92,31.97165486,No
Ch Haut Gravet Saint-Emillon,7798.05,98.33484012,No
Terre du Lion Saint-Julien,1159.71,88.80323529,No
Chateau Camensac 10,719.85,81.97957908,No
Tullibardine 20 YO Highland,2879.84,95.50356964,No
Vincent Van Gogh Espresso V,167.94,23.07967131,No
Adissat Cotes du Rhone,1244.17,89.62440824,No
Lugny Macon Vllgs Vielle Rsv,191.88,32.89555972,No
La Puerta Alta Malbec Bonrda,191.88,32.89555972,No
Little Black Dress Pnt Grigi,163.84,21.484375,No
Alta Classe Mntplcno Abruzzo,327.59,60.73140206,No
Woodford Rsv Master Coll Pnt,489.95,73.76058782,Yes
Pico & Vine Cab Svgn Napa,1636.44,92.1463665,No
Ch Donjon Minervois Rose,1279.2,90,No
S S Pierce 99 Vodka 80 Proof,264.18,51.65796048,No
Yellow Tail Moscato Bubbles,259.8,50.98152425,No
